account_id,customer_id,product_id,account_status,opened_at,current_balance,currency
ACCT0000375,CUST000182,PRD002,active,2026-02-15,33414.78,CAD
ACCT0000376,CUST000183,PRD004,dormant,2022-12-03,3091.84,CAD
ACCT0000377,CUST000184,PRD002,closed,2025-05-14,17404.01,CAD
ACCT0000378,CUST000184,PRD003,active,2021-09-07,8791.78,CAD
ACCT0000379,CUST000185,PRD002,active,2025-07-12,33872.54,CAD
ACCT0000380,CUST000185,PRD006,active,2025-09-25,3603.73,CAD
ACCT0000381,CUST000185,PRD001,active,2024-08-12,-3996.52,CAD
ACCT0000382,CUST000186,PRD004,active,2025-05-10,992.41,CAD
ACCT0000383,CUST000186,PRD003,active,2022-06-04,20048.7,CAD
ACCT0000384,CUST000187,PRD003,active,2025-07-24,71.94,CAD
ACCT0000385,CUST000188,PRD007,active,2023-05-26,2989.16,CAD
ACCT0000386,CUST000188,PRD004,active,2026-04-01,8379.92,CAD
ACCT0000387,CUST000189,PRD001,dormant,2023-10-27,10771.95,CAD
ACCT0000388,CUST000189,PRD006,active,2025-07-07,29952.14,CAD
ACCT0000389,CUST000190,PRD002,active,2024-07-13,18380.3,CAD
ACCT0000390,CUST000190,PRD004,active,2024-09-24,711.3,CAD
ACCT0000391,CUST000191,PRD002,closed,2022-02-28,-4730.18,CAD
ACCT0000392,CUST000192,PRD001,active,2021-11-27,12648.99,CAD
ACCT0000393,CUST000192,PRD007,active,2023-11-29,10002.92,CAD
ACCT0000394,CUST000193,PRD006,active,2026-03-01,29393.23,CAD
ACCT0000395,CUST000194,PRD001,active,2026-04-02,21243.0,CAD
ACCT0000396,CUST000194,PRD003,active,2021-09-03,635.3,CAD
ACCT0000397,CUST000195,PRD006,active,2026-01-30,14914.18,CAD
ACCT0000398,CUST000195,PRD004,active,2025-04-18,23423.4,CAD
ACCT0000399,CUST000196,PRD006,active,2022-02-01,5068.25,CAD
ACCT0000400,CUST000197,PRD004,active,2021-08-17,21972.7,CAD
ACCT0000401,CUST000198,PRD002,active,2023-07-09,-13430.35,CAD
ACCT0000402,CUST000198,PRD004,active,2023-08-22,992.19,CAD
ACCT0000403,CUST000199,PRD004,dormant,2026-01-28,6565.55,CAD
ACCT0000404,CUST000199,PRD005,active,2024-05-13,7087.26,CAD
ACCT0000405,CUST000200,PRD002,active,2024-04-25,874.18,CAD
ACCT0000406,CUST000200,PRD001,active,2026-04-28,14285.62,CAD
ACCT0000407,CUST000201,PRD001,active,2021-06-27,-6845.26,CAD
ACCT0000408,CUST000201,PRD005,active,2025-03-07,4720.26,CAD
ACCT0000409,CUST000202,PRD006,active,2021-11-19,8003.7,CAD
ACCT0000410,CUST000202,PRD007,active,2025-06-21,12930.49,CAD
ACCT0000411,CUST000203,PRD001,dormant,2022-04-21,15395.19,CAD
ACCT0000412,CUST000203,PRD007,active,2025-08-10,7558.03,CAD
ACCT0000413,CUST000203,PRD006,active,2023-01-14,12676.43,CAD
ACCT0000414,CUST000203,PRD002,active,2025-03-23,22470.96,CAD
ACCT0000415,CUST000204,PRD006,active,2024-07-05,10653.93,CAD
ACCT0000416,CUST000204,PRD002,active,2023-01-29,-2856.08,CAD
ACCT0000417,CUST000204,PRD001,active,2025-11-22,25889.4,CAD
ACCT0000418,CUST000204,PRD007,dormant,2022-10-22,7945.93,CAD
ACCT0000419,CUST000205,PRD006,active,2023-10-19,21241.21,CAD
ACCT0000420,CUST000205,PRD003,dormant,2022-02-26,7343.98,CAD
ACCT0000421,CUST000206,PRD003,active,2024-04-01,32259.35,CAD
ACCT0000422,CUST000207,PRD007,active,2021-10-03,28441.76,CAD
ACCT0000423,CUST000207,PRD003,active,2023-02-09,3387.95,CAD
ACCT0000424,CUST000208,PRD007,active,2025-02-17,18644.64,CAD
ACCT0000425,CUST000208,PRD003,active,2026-05-17,14567.2,CAD
ACCT0000426,CUST000209,PRD005,active,2021-09-17,23607.89,CAD
ACCT0000427,CUST000210,PRD001,active,2024-10-10,-5561.54,CAD
ACCT0000428,CUST000211,PRD002,active,2022-10-10,15075.64,CAD
ACCT0000429,CUST000211,PRD001,active,2025-09-20,19730.31,CAD
ACCT0000430,CUST000212,PRD006,active,2023-01-12,15484.24,CAD
ACCT0000431,CUST000212,PRD004,active,2023-02-17,8290.73,CAD
ACCT0000432,CUST000213,PRD006,active,2022-11-13,18990.4,CAD
ACCT0000433,CUST000213,PRD001,active,2022-07-01,3132.41,CAD
ACCT0000434,CUST000214,PRD004,active,2023-03-01,15469.28,CAD
ACCT0000435,CUST000214,PRD001,active,2024-12-07,25279.46,CAD
ACCT0000436,CUST000215,PRD002,dormant,2023-10-21,7426.18,CAD
ACCT0000437,CUST000216,PRD001,active,2026-02-03,26857.69,CAD
ACCT0000438,CUST000217,PRD004,active,2024-05-23,10751.27,CAD
ACCT0000439,CUST000217,PRD007,active,2024-10-02,14792.28,CAD
ACCT0000440,CUST000218,PRD005,active,2025-04-21,5805.65,CAD
ACCT0000441,CUST000218,PRD007,active,2025-05-12,11300.82,CAD
ACCT0000442,CUST000218,PRD006,active,2023-01-12,6091.32,CAD
ACCT0000443,CUST000218,PRD001,active,2023-05-05,-19343.03,CAD
ACCT0000444,CUST000219,PRD004,active,2022-07-20,5386.0,CAD
ACCT0000445,CUST000220,PRD006,active,2022-07-13,9805.87,CAD
ACCT0000446,CUST000221,PRD006,active,2021-10-09,14870.91,CAD
ACCT0000447,CUST000221,PRD007,active,2025-08-15,11082.48,CAD
ACCT0000448,CUST000222,PRD002,active,2024-01-30,-5248.5,CAD
ACCT0000449,CUST000222,PRD003,active,2025-06-23,76.66,CAD
ACCT0000450,CUST000223,PRD006,active,2021-09-22,6740.17,CAD
ACCT0000451,CUST000224,PRD004,active,2022-07-10,5716.51,CAD
ACCT0000452,CUST000224,PRD005,active,2023-06-11,18439.28,CAD
ACCT0000453,CUST000224,PRD002,active,2022-05-24,-5821.58,CAD
ACCT0000454,CUST000225,PRD007,active,2024-01-19,12800.58,CAD
ACCT0000455,CUST000225,PRD002,active,2025-12-17,-128.22,CAD
ACCT0000456,CUST000225,PRD003,dormant,2025-08-27,3410.91,CAD
ACCT0000457,CUST000226,PRD002,active,2022-07-07,5162.12,CAD
ACCT0000458,CUST000226,PRD003,active,2021-10-22,6440.53,CAD
ACCT0000459,CUST000227,PRD005,closed,2022-02-09,420.62,CAD
ACCT0000460,CUST000227,PRD007,active,2025-06-04,8473.47,CAD
ACCT0000461,CUST000227,PRD006,active,2026-03-25,31059.06,CAD
ACCT0000462,CUST000227,PRD003,active,2025-09-22,6940.79,CAD
ACCT0000463,CUST000228,PRD001,active,2022-07-13,-2246.57,CAD
ACCT0000464,CUST000228,PRD007,active,2025-09-08,9174.75,CAD
ACCT0000465,CUST000228,PRD005,active,2025-12-13,5095.9,CAD
ACCT0000466,CUST000229,PRD007,active,2025-12-14,3737.88,CAD
ACCT0000467,CUST000229,PRD005,active,2023-09-04,14177.08,CAD
ACCT0000468,CUST000229,PRD001,active,2026-02-24,15968.85,CAD
ACCT0000469,CUST000230,PRD002,active,2023-07-06,-131.26,CAD
ACCT0000470,CUST000231,PRD002,active,2024-12-20,-697.73,CAD
ACCT0000471,CUST000231,PRD005,active,2024-09-12,3061.85,CAD
ACCT0000472,CUST000232,PRD003,dormant,2025-09-11,22274.01,CAD
ACCT0000473,CUST000232,PRD004,active,2025-03-28,12439.89,CAD
ACCT0000474,CUST000232,PRD006,active,2025-04-08,23585.93,CAD
ACCT0000475,CUST000233,PRD006,active,2025-07-28,27062.1,CAD
ACCT0000476,CUST000233,PRD001,closed,2024-10-31,3387.05,CAD
ACCT0000477,CUST000234,PRD004,active,2021-08-05,13706.96,CAD
ACCT0000478,CUST000235,PRD007,active,2023-07-23,10390.63,CAD
ACCT0000479,CUST000235,PRD001,active,2025-11-01,44986.01,CAD
ACCT0000480,CUST000236,PRD002,active,2025-03-04,20494.69,CAD
ACCT0000481,CUST000236,PRD004,active,2024-10-22,4901.03,CAD
ACCT0000482,CUST000236,PRD003,active,2022-02-28,5444.26,CAD
ACCT0000483,CUST000237,PRD003,dormant,2025-03-10,13580.58,CAD
ACCT0000484,CUST000237,PRD001,active,2021-08-13,9043.3,CAD
ACCT0000485,CUST000237,PRD005,active,2024-05-02,2954.38,CAD
ACCT0000486,CUST000237,PRD006,active,2025-05-08,11278.17,CAD
ACCT0000487,CUST000238,PRD006,active,2021-09-16,1582.16,CAD
ACCT0000488,CUST000238,PRD004,active,2024-04-05,7019.35,CAD
ACCT0000489,CUST000238,PRD005,active,2023-07-04,27589.27,CAD
ACCT0000490,CUST000238,PRD001,active,2025-10-03,17520.5,CAD
ACCT0000491,CUST000239,PRD003,active,2025-10-09,6400.34,CAD
ACCT0000492,CUST000240,PRD005,active,2022-06-09,24999.3,CAD
ACCT0000493,CUST000240,PRD003,active,2022-05-05,7467.1,CAD
ACCT0000494,CUST000241,PRD005,active,2024-03-25,4266.05,CAD
ACCT0000495,CUST000242,PRD006,closed,2022-07-15,25539.05,CAD
ACCT0000496,CUST000242,PRD002,active,2023-11-25,13236.38,CAD
ACCT0000497,CUST000243,PRD007,active,2023-12-28,6465.58,CAD
ACCT0000498,CUST000243,PRD005,dormant,2025-12-31,4120.77,CAD
ACCT0000499,CUST000244,PRD005,active,2022-08-01,4445.23,CAD
ACCT0000500,CUST000244,PRD007,closed,2026-04-26,10785.0,CAD
ACCT0000501,CUST000244,PRD004,active,2023-08-20,18077.22,CAD
ACCT0000502,CUST000245,PRD003,active,2022-09-12,30367.71,CAD
ACCT0000503,CUST000245,PRD002,active,2025-09-20,-10982.09,CAD
ACCT0000504,CUST000246,PRD006,active,2025-10-26,13537.12,CAD
ACCT0000505,CUST000246,PRD004,active,2025-06-11,1633.03,CAD
ACCT0000506,CUST000247,PRD006,active,2025-04-07,410.93,CAD
ACCT0000507,CUST000247,PRD001,active,2024-02-15,-904.92,CAD
ACCT0000508,CUST000247,PRD003,active,2021-09-09,4299.88,CAD
ACCT0000509,CUST000247,PRD004,active,2023-08-04,7106.52,CAD
ACCT0000510,CUST000248,PRD001,active,2023-01-23,-3886.88,CAD
ACCT0000511,CUST000248,PRD002,active,2021-12-18,9880.71,CAD
ACCT0000512,CUST000249,PRD006,active,2023-09-21,5872.02,CAD
ACCT0000513,CUST000249,PRD004,closed,2024-02-14,3513.15,CAD
ACCT0000514,CUST000249,PRD005,active,2023-07-10,4844.55,CAD
ACCT0000515,CUST000249,PRD003,active,2022-01-31,709.64,CAD
ACCT0000516,CUST000250,PRD001,active,2023-08-08,15942.39,CAD
ACCT0000517,CUST000251,PRD006,active,2025-10-31,12761.46,CAD
ACCT0000518,CUST000251,PRD005,active,2021-09-25,5719.44,CAD
ACCT0000519,CUST000251,PRD007,active,2022-08-03,7741.65,CAD
ACCT0000520,CUST000251,PRD002,active,2025-05-21,15892.34,CAD
ACCT0000521,CUST000252,PRD003,active,2024-09-09,14367.57,CAD
ACCT0000522,CUST000252,PRD002,active,2025-11-06,13292.0,CAD
ACCT0000523,CUST000253,PRD004,active,2022-02-01,1782.8,CAD
ACCT0000524,CUST000253,PRD007,active,2023-10-11,13632.48,CAD
ACCT0000525,CUST000254,PRD006,active,2023-07-24,3040.74,CAD
ACCT0000526,CUST000254,PRD007,active,2024-06-18,16061.03,CAD
ACCT0000527,CUST000255,PRD006,active,2022-02-08,13844.28,CAD
ACCT0000528,CUST000255,PRD002,dormant,2023-12-23,7101.06,CAD
ACCT0000529,CUST000256,PRD002,active,2024-08-16,9746.53,CAD
ACCT0000530,CUST000257,PRD003,active,2026-03-16,4803.96,CAD
ACCT0000531,CUST000257,PRD004,dormant,2022-09-10,14482.41,CAD
ACCT0000532,CUST000258,PRD005,active,2025-06-20,14269.0,CAD
ACCT0000533,CUST000259,PRD007,active,2024-03-17,5674.0,CAD
ACCT0000534,CUST000260,PRD004,active,2023-08-22,8637.7,CAD
ACCT0000535,CUST000261,PRD006,active,2023-10-03,1647.95,CAD
ACCT0000536,CUST000261,PRD001,active,2021-08-07,7092.48,CAD
ACCT0000537,CUST000262,PRD005,active,2023-08-13,4255.17,CAD
ACCT0000538,CUST000263,PRD007,active,2024-05-30,1693.06,CAD
ACCT0000539,CUST000263,PRD005,active,2024-10-17,19078.66,CAD
ACCT0000540,CUST000264,PRD003,active,2025-09-02,711.15,CAD
ACCT0000541,CUST000265,PRD003,active,2023-02-12,16946.15,CAD
ACCT0000542,CUST000266,PRD003,active,2024-04-03,7621.34,CAD
ACCT0000543,CUST000266,PRD004,closed,2024-06-15,13122.55,CAD
ACCT0000544,CUST000266,PRD006,active,2024-01-30,24519.61,CAD
ACCT0000545,CUST000267,PRD004,active,2025-01-27,24395.56,CAD
ACCT0000546,CUST000267,PRD003,active,2023-01-25,3461.19,CAD
ACCT0000547,CUST000268,PRD005,active,2024-09-05,13713.4,CAD
ACCT0000548,CUST000268,PRD001,active,2025-06-09,3961.93,CAD
ACCT0000549,CUST000269,PRD005,dormant,2022-09-13,11139.32,CAD
ACCT0000550,CUST000270,PRD003,active,2024-01-11,1049.81,CAD
ACCT0000551,CUST000270,PRD005,active,2022-06-27,7582.37,CAD
ACCT0000552,CUST000271,PRD004,active,2024-04-09,4554.03,CAD
ACCT0000553,CUST000272,PRD003,active,2021-11-09,21097.28,CAD
ACCT0000554,CUST000273,PRD006,active,2024-07-03,9680.26,CAD
ACCT0000555,CUST000273,PRD002,active,2021-11-03,10720.03,CAD
ACCT0000556,CUST000274,PRD003,active,2024-09-16,1351.54,CAD
ACCT0000557,CUST000275,PRD004,active,2022-10-29,404.92,CAD
ACCT0000558,CUST000275,PRD003,active,2021-12-22,1093.02,CAD
ACCT0000559,CUST000276,PRD004,active,2024-10-11,11430.65,CAD
ACCT0000560,CUST000276,PRD007,closed,2024-09-21,1237.69,CAD
ACCT0000561,CUST000276,PRD003,active,2024-02-19,10122.19,CAD
ACCT0000562,CUST000277,PRD006,active,2022-05-14,32442.51,CAD
ACCT0000563,CUST000277,PRD007,active,2025-11-09,17389.06,CAD
ACCT0000564,CUST000278,PRD003,active,2021-11-24,2424.71,CAD
ACCT0000565,CUST000279,PRD002,active,2021-12-05,21515.17,CAD
ACCT0000566,CUST000279,PRD005,active,2021-10-08,1399.06,CAD
ACCT0000567,CUST000280,PRD003,active,2022-09-02,18976.56,CAD
ACCT0000568,CUST000280,PRD007,active,2025-04-08,6101.08,CAD
ACCT0000569,CUST000280,PRD002,active,2024-12-24,-16884.9,CAD
ACCT0000570,CUST000281,PRD001,active,2023-04-27,2106.08,CAD
ACCT0000571,CUST000281,PRD006,active,2026-04-14,6730.23,CAD
ACCT0000572,CUST000282,PRD006,active,2023-02-26,27455.47,CAD
ACCT0000573,CUST000282,PRD004,closed,2022-09-07,10586.59,CAD
ACCT0000574,CUST000283,PRD001,dormant,2024-11-20,3761.24,CAD
ACCT0000575,CUST000283,PRD002,active,2023-05-27,16867.57,CAD
ACCT0000576,CUST000284,PRD006,dormant,2023-12-16,21139.19,CAD
ACCT0000577,CUST000284,PRD005,active,2022-04-25,9445.18,CAD
ACCT0000578,CUST000284,PRD002,active,2023-06-18,16135.81,CAD
ACCT0000579,CUST000285,PRD001,active,2025-07-18,-11982.33,CAD
ACCT0000580,CUST000285,PRD007,active,2022-02-05,20796.93,CAD
ACCT0000581,CUST000286,PRD002,active,2021-07-26,10731.21,CAD
ACCT0000582,CUST000286,PRD003,active,2026-01-11,1308.9,CAD
ACCT0000583,CUST000287,PRD003,active,2021-10-09,14409.77,CAD
ACCT0000584,CUST000287,PRD004,active,2025-06-28,34883.66,CAD
ACCT0000585,CUST000287,PRD006,active,2023-01-07,8773.33,CAD
ACCT0000586,CUST000288,PRD003,active,2025-04-24,9602.76,CAD
ACCT0000587,CUST000289,PRD006,active,2023-10-15,757.99,CAD
ACCT0000588,CUST000289,PRD007,active,2023-12-11,4123.05,CAD
ACCT0000589,CUST000289,PRD005,active,2026-03-08,16879.2,CAD
ACCT0000590,CUST000290,PRD005,active,2024-12-09,4201.05,CAD
ACCT0000591,CUST000291,PRD006,active,2025-05-27,7394.58,CAD
ACCT0000592,CUST000292,PRD002,active,2023-08-31,529.28,CAD
ACCT0000593,CUST000293,PRD002,active,2025-12-02,12487.25,CAD
ACCT0000594,CUST000294,PRD006,dormant,2024-02-09,10670.78,CAD
ACCT0000595,CUST000295,PRD006,active,2025-11-19,19469.25,CAD
ACCT0000596,CUST000295,PRD004,active,2021-09-06,124.8,CAD
ACCT0000597,CUST000296,PRD005,active,2023-03-10,3126.56,CAD
ACCT0000598,CUST000297,PRD006,active,2022-08-31,5734.55,CAD
ACCT0000599,CUST000297,PRD002,dormant,2022-01-16,946.33,CAD
ACCT0000600,CUST000297,PRD004,active,2024-12-23,11216.26,CAD
ACCT0000601,CUST000297,PRD003,active,2025-11-19,15962.36,CAD
ACCT0000602,CUST000298,PRD004,active,2024-08-19,5027.07,CAD
ACCT0000603,CUST000299,PRD001,active,2021-11-14,17370.07,CAD
ACCT0000604,CUST000299,PRD004,dormant,2025-01-24,23445.47,CAD
ACCT0000605,CUST000300,PRD001,active,2025-05-29,11667.94,CAD
ACCT0000606,CUST000301,PRD007,dormant,2024-12-18,29959.95,CAD
ACCT0000607,CUST000302,PRD001,active,2024-04-15,-3172.36,CAD
ACCT0000608,CUST000303,PRD003,active,2024-01-06,9058.18,CAD
ACCT0000609,CUST000304,PRD005,dormant,2021-12-28,15734.0,CAD
ACCT0000610,CUST000305,PRD002,active,2024-04-29,25200.55,CAD
ACCT0000611,CUST000305,PRD007,active,2026-04-09,14679.57,CAD
ACCT0000612,CUST000306,PRD004,active,2021-09-02,5805.19,CAD
ACCT0000613,CUST000306,PRD007,closed,2021-11-28,9999.61,CAD
ACCT0000614,CUST000306,PRD001,dormant,2022-07-08,-7568.61,CAD
ACCT0000615,CUST000307,PRD005,active,2023-04-17,37071.9,CAD
ACCT0000616,CUST000307,PRD004,closed,2022-10-22,8115.26,CAD
ACCT0000617,CUST000308,PRD007,active,2022-07-19,7867.43,CAD
ACCT0000618,CUST000308,PRD006,active,2021-07-12,15572.08,CAD
ACCT0000619,CUST000309,PRD002,dormant,2024-03-09,12512.62,CAD
ACCT0000620,CUST000309,PRD003,active,2024-12-15,9298.55,CAD
ACCT0000621,CUST000310,PRD006,active,2025-01-25,3380.93,CAD
ACCT0000622,CUST000310,PRD003,dormant,2021-07-27,12393.35,CAD
ACCT0000623,CUST000310,PRD002,active,2023-12-06,30025.31,CAD
ACCT0000624,CUST000310,PRD004,active,2021-11-01,23317.75,CAD
ACCT0000625,CUST000311,PRD003,dormant,2024-11-07,26414.83,CAD
ACCT0000626,CUST000311,PRD002,active,2021-10-10,109.8,CAD
ACCT0000627,CUST000312,PRD003,dormant,2024-01-28,5870.06,CAD
ACCT0000628,CUST000312,PRD002,active,2024-07-10,4927.66,CAD
ACCT0000629,CUST000313,PRD003,active,2025-10-29,7196.56,CAD
ACCT0000630,CUST000313,PRD006,active,2022-06-22,20177.39,CAD
ACCT0000631,CUST000313,PRD004,active,2026-01-07,14655.81,CAD
ACCT0000632,CUST000314,PRD006,active,2023-04-27,25619.38,CAD
ACCT0000633,CUST000314,PRD002,active,2023-11-06,4524.9,CAD
ACCT0000634,CUST000315,PRD003,active,2022-10-17,1163.99,CAD
ACCT0000635,CUST000315,PRD006,active,2023-11-26,6151.3,CAD
ACCT0000636,CUST000315,PRD005,active,2025-08-17,14185.71,CAD
ACCT0000637,CUST000316,PRD007,active,2024-08-18,16789.63,CAD
ACCT0000638,CUST000317,PRD004,active,2023-06-30,7416.47,CAD
ACCT0000639,CUST000318,PRD007,active,2022-02-10,9624.51,CAD
ACCT0000640,CUST000318,PRD002,active,2023-01-22,-9688.48,CAD
ACCT0000641,CUST000318,PRD003,dormant,2021-12-11,2302.69,CAD
ACCT0000642,CUST000319,PRD005,active,2022-04-08,27362.77,CAD
ACCT0000643,CUST000319,PRD001,active,2025-06-01,3255.11,CAD
ACCT0000644,CUST000320,PRD001,active,2024-10-22,-12289.29,CAD
ACCT0000645,CUST000320,PRD006,active,2024-01-25,3428.21,CAD
ACCT0000646,CUST000320,PRD002,dormant,2024-03-08,3090.96,CAD
ACCT0000647,CUST000321,PRD004,active,2023-03-11,27211.08,CAD
ACCT0000648,CUST000321,PRD006,dormant,2026-04-05,5821.31,CAD
ACCT0000649,CUST000321,PRD007,active,2022-10-05,3613.32,CAD
ACCT0000650,CUST000321,PRD001,dormant,2025-02-08,15202.58,CAD
ACCT0000651,CUST000322,PRD007,active,2024-12-02,29611.95,CAD
ACCT0000652,CUST000322,PRD001,active,2025-06-11,20582.06,CAD
ACCT0000653,CUST000322,PRD005,active,2022-12-04,3138.89,CAD
ACCT0000654,CUST000322,PRD002,active,2024-12-06,-7331.57,CAD
ACCT0000655,CUST000323,PRD004,active,2023-03-18,38667.0,CAD
ACCT0000656,CUST000323,PRD005,active,2022-05-12,7240.23,CAD
ACCT0000657,CUST000323,PRD001,dormant,2022-01-20,6674.12,CAD
ACCT0000658,CUST000323,PRD002,active,2023-11-05,6198.44,CAD
ACCT0000659,CUST000324,PRD001,active,2022-05-22,8976.06,CAD
ACCT0000660,CUST000324,PRD002,active,2021-07-22,4695.49,CAD
ACCT0000661,CUST000325,PRD005,active,2023-08-14,670.78,CAD
ACCT0000662,CUST000326,PRD005,active,2023-01-10,335.74,CAD
ACCT0000663,CUST000326,PRD001,active,2021-10-08,6090.58,CAD
ACCT0000664,CUST000327,PRD002,active,2025-05-18,-292.81,CAD
ACCT0000665,CUST000327,PRD004,active,2025-07-28,2410.57,CAD
ACCT0000666,CUST000328,PRD001,active,2022-12-04,7830.38,CAD
ACCT0000667,CUST000328,PRD005,active,2024-12-30,3312.78,CAD
ACCT0000668,CUST000328,PRD002,active,2022-07-21,25299.91,CAD
ACCT0000669,CUST000328,PRD007,active,2025-11-28,26637.12,CAD
ACCT0000670,CUST000329,PRD002,active,2022-07-03,20143.84,CAD
ACCT0000671,CUST000330,PRD004,active,2022-06-02,22076.06,CAD
ACCT0000672,CUST000331,PRD007,active,2025-11-08,19417.38,CAD
ACCT0000673,CUST000331,PRD005,active,2026-02-05,2216.41,CAD
ACCT0000674,CUST000332,PRD005,closed,2024-05-27,1856.99,CAD
ACCT0000675,CUST000333,PRD001,active,2023-01-13,-11093.9,CAD
ACCT0000676,CUST000333,PRD007,active,2021-11-06,3222.71,CAD
ACCT0000677,CUST000333,PRD004,active,2024-12-19,7382.2,CAD
ACCT0000678,CUST000333,PRD005,active,2024-04-02,28403.38,CAD
ACCT0000679,CUST000334,PRD001,closed,2025-08-25,18195.98,CAD
ACCT0000680,CUST000334,PRD004,active,2023-04-03,22394.44,CAD
ACCT0000681,CUST000335,PRD001,active,2023-07-26,15520.9,CAD
ACCT0000682,CUST000336,PRD007,active,2025-08-25,7613.15,CAD
ACCT0000683,CUST000337,PRD004,active,2025-08-05,56.5,CAD
ACCT0000684,CUST000337,PRD001,active,2024-08-19,12617.18,CAD
ACCT0000685,CUST000338,PRD006,active,2021-09-16,8776.6,CAD
ACCT0000686,CUST000339,PRD005,dormant,2024-10-20,15412.48,CAD
ACCT0000687,CUST000339,PRD006,active,2024-11-29,3495.93,CAD
ACCT0000688,CUST000340,PRD005,active,2023-06-29,1814.74,CAD
ACCT0000689,CUST000340,PRD001,active,2025-06-19,15387.0,CAD
ACCT0000690,CUST000340,PRD003,active,2023-08-20,12053.29,CAD
ACCT0000691,CUST000341,PRD005,active,2022-09-14,1987.92,CAD
ACCT0000692,CUST000342,PRD002,active,2025-07-22,20991.62,CAD
ACCT0000693,CUST000342,PRD005,active,2025-05-12,7013.29,CAD
ACCT0000694,CUST000343,PRD003,active,2023-10-09,14199.2,CAD
ACCT0000695,CUST000344,PRD006,active,2023-08-13,13913.77,CAD
ACCT0000696,CUST000344,PRD003,closed,2024-05-22,2630.67,CAD
ACCT0000697,CUST000344,PRD007,active,2023-03-31,10576.66,CAD
ACCT0000698,CUST000344,PRD004,active,2023-08-17,9138.92,CAD
ACCT0000699,CUST000345,PRD006,active,2025-09-11,18050.34,CAD
ACCT0000700,CUST000345,PRD005,dormant,2025-03-31,4188.72,CAD
ACCT0000701,CUST000346,PRD003,active,2022-03-09,34.04,CAD
ACCT0000702,CUST000347,PRD005,active,2022-09-02,19612.62,CAD
ACCT0000703,CUST000348,PRD002,active,2023-06-10,-2304.3,CAD
ACCT0000704,CUST000348,PRD004,active,2025-05-18,11105.77,CAD
ACCT0000705,CUST000349,PRD001,active,2023-08-06,-12957.86,CAD
ACCT0000706,CUST000350,PRD002,active,2024-10-17,14075.12,CAD
ACCT0000707,CUST000350,PRD004,active,2022-07-29,9505.37,CAD
ACCT0000708,CUST000350,PRD007,active,2024-04-17,28434.93,CAD
ACCT0000709,CUST000351,PRD003,active,2024-07-29,19524.12,CAD
ACCT0000710,CUST000351,PRD007,active,2025-12-07,27705.7,CAD
ACCT0000711,CUST000351,PRD002,active,2022-06-03,9137.72,CAD
ACCT0000712,CUST000351,PRD004,active,2023-11-05,5291.09,CAD
ACCT0000713,CUST000352,PRD006,active,2026-05-11,311.49,CAD
ACCT0000714,CUST000353,PRD005,active,2023-11-07,11489.2,CAD
ACCT0000715,CUST000354,PRD001,active,2021-12-02,6029.57,CAD
ACCT0000716,CUST000354,PRD006,dormant,2025-03-16,20291.27,CAD
ACCT0000717,CUST000355,PRD001,active,2024-07-30,7927.85,CAD
ACCT0000718,CUST000355,PRD003,active,2022-03-21,8378.77,CAD
ACCT0000719,CUST000355,PRD007,active,2023-01-05,1954.85,CAD
ACCT0000720,CUST000356,PRD005,closed,2025-01-16,5788.18,CAD
ACCT0000721,CUST000356,PRD001,active,2021-07-15,10347.52,CAD
ACCT0000722,CUST000357,PRD004,active,2025-06-23,14877.1,CAD
ACCT0000723,CUST000358,PRD004,closed,2022-03-03,10352.32,CAD
ACCT0000724,CUST000358,PRD007,active,2025-07-11,15790.8,CAD
ACCT0000725,CUST000359,PRD004,active,2022-04-06,8635.82,CAD
ACCT0000726,CUST000359,PRD002,dormant,2024-08-25,4200.21,CAD
ACCT0000727,CUST000360,PRD002,active,2022-08-29,6730.42,CAD
ACCT0000728,CUST000360,PRD005,active,2024-04-30,10844.77,CAD
ACCT0000729,CUST000361,PRD003,active,2024-03-19,247.0,CAD
ACCT0000730,CUST000361,PRD001,active,2023-03-26,-3228.81,CAD
ACCT0000731,CUST000362,PRD001,active,2021-11-04,8948.07,CAD
ACCT0000732,CUST000363,PRD001,active,2024-01-01,-5729.66,CAD
ACCT0000733,CUST000364,PRD002,active,2022-08-06,11603.16,CAD
ACCT0000734,CUST000364,PRD003,active,2022-07-17,14782.3,CAD
ACCT0000735,CUST000365,PRD005,active,2022-11-10,19364.45,CAD
ACCT0000736,CUST000365,PRD002,active,2025-12-02,12407.47,CAD
ACCT0000737,CUST000365,PRD006,active,2023-12-09,9700.37,CAD
ACCT0000738,CUST000365,PRD001,active,2021-11-23,18783.64,CAD
ACCT0000739,CUST000366,PRD004,dormant,2022-07-21,27318.43,CAD
ACCT0000740,CUST000367,PRD005,active,2023-12-29,19179.63,CAD
ACCT0000741,CUST000367,PRD006,active,2026-02-14,16510.93,CAD
ACCT0000742,CUST000367,PRD007,active,2026-02-19,9494.71,CAD
ACCT0000743,CUST000368,PRD004,active,2025-11-10,1310.23,CAD
ACCT0000744,CUST000368,PRD001,active,2022-05-08,6826.14,CAD
ACCT0000745,CUST000369,PRD006,active,2023-02-08,12970.74,CAD
ACCT0000746,CUST000370,PRD005,active,2022-03-28,2571.8,CAD
ACCT0000747,CUST000370,PRD007,active,2025-05-20,8834.58,CAD
ACCT0000748,CUST000371,PRD007,active,2025-12-03,2942.29,CAD
ACCT0000749,CUST000371,PRD006,active,2022-06-10,1143.97,CAD
