transaction_id,account_id,customer_id,transaction_timestamp,transaction_type,channel,merchant_category,amount,currency,is_international,ingestion_source
TXN000003110,ACCT0002005,CUST000996,2025-09-10 17:34:30,transfer,mobile_app,health,50.75,CAD,True,card_event_stream
TXN000003111,ACCT0001765,CUST000874,2025-08-23 17:34:30,purchase,mobile_app,utilities,93.98,CAD,False,batch_core_banking
TXN000003112,ACCT0000684,CUST000337,2025-12-28 17:34:30,withdrawal,branch,financial_services,268.51,CAD,False,batch_core_banking
TXN000003113,ACCT0001618,CUST000812,2026-02-17 17:34:30,withdrawal,atm,transportation,47.24,CAD,False,card_event_stream
TXN000003114,ACCT0000831,CUST000418,2025-08-18 17:34:30,withdrawal,branch,travel,47.04,CAD,False,batch_core_banking
TXN000003115,ACCT0000814,CUST000408,2026-01-15 17:34:30,purchase,api,utilities,106.72,CAD,False,payments_api
TXN000003116,ACCT0000348,CUST000171,2026-04-21 17:34:30,deposit,web,financial_services,1334.64,CAD,False,batch_core_banking
TXN000003117,ACCT0001970,CUST000978,2026-02-01 17:34:30,purchase,mobile_app,transportation,132.5,CAD,False,batch_core_banking
TXN000003118,ACCT0000120,CUST000061,2025-06-14 17:34:30,purchase,atm,transportation,210.28,CAD,False,batch_core_banking
TXN000003119,ACCT0001155,CUST000577,2025-06-19 17:34:30,transfer,point_of_sale,retail,304.08,CAD,True,batch_core_banking
TXN000003120,ACCT0000330,CUST000163,2026-04-10 17:34:30,purchase,point_of_sale,transportation,200.31,CAD,False,payments_api
TXN000003121,ACCT0000748,CUST000371,2026-03-24 17:34:30,transfer,api,health,214.32,CAD,False,card_event_stream
TXN000003122,ACCT0001673,CUST000836,2026-03-15 17:34:30,transfer,branch,financial_services,253.91,CAD,False,payments_api
TXN000003123,ACCT0001030,CUST000513,2025-12-30 17:34:30,transfer,mobile_app,grocery,121.55,CAD,False,batch_core_banking
TXN000003124,ACCT0001087,CUST000543,2026-04-22 17:34:30,purchase,point_of_sale,transportation,220.29,CAD,False,payments_api
TXN000003125,ACCT0001373,CUST000687,2026-05-23 17:34:30,purchase,branch,transportation,277.66,CAD,False,batch_core_banking
TXN000003126,ACCT0001851,CUST000914,2026-03-29 17:34:30,purchase,atm,grocery,49.24,CAD,False,card_event_stream
TXN000003127,ACCT0001429,CUST000716,2025-10-27 17:34:30,deposit,mobile_app,travel,606.86,CAD,False,card_event_stream
TXN000003128,ACCT0001904,CUST000946,2025-06-23 17:34:30,purchase,point_of_sale,financial_services,22.04,CAD,False,batch_core_banking
TXN000003129,ACCT0000386,CUST000188,2026-01-13 17:34:30,purchase,branch,retail,233.38,CAD,False,card_event_stream
TXN000003130,ACCT0000379,CUST000185,2026-03-10 17:34:30,payment,atm,health,2130.49,CAD,False,card_event_stream
TXN000003131,ACCT0001818,CUST000898,2026-04-30 17:34:30,purchase,atm,travel,16.28,CAD,True,batch_core_banking
TXN000003132,ACCT0001011,CUST000504,2025-10-09 17:34:30,fee,branch,travel,13.54,CAD,False,payments_api
TXN000003133,ACCT0001640,CUST000821,2025-09-01 17:34:30,payment,atm,grocery,1311.13,CAD,False,batch_core_banking
TXN000003134,ACCT0000610,CUST000305,2025-05-30 17:34:30,withdrawal,web,retail,81.41,CAD,False,payments_api
TXN000003135,ACCT0001725,CUST000857,2025-07-09 17:34:30,purchase,atm,travel,61.38,CAD,False,card_event_stream
TXN000003136,ACCT0001142,CUST000571,2025-10-21 17:34:30,purchase,atm,health,281.72,CAD,False,batch_core_banking
TXN000003137,ACCT0001958,CUST000972,2026-05-04 17:34:30,transfer,branch,financial_services,184.88,CAD,False,card_event_stream
TXN000003138,ACCT0000749,CUST000371,2026-05-09 17:34:30,purchase,mobile_app,grocery,633.44,CAD,False,payments_api
TXN000003139,ACCT0000055,CUST000028,2025-12-27 17:34:30,transfer,atm,transportation,86.01,CAD,False,batch_core_banking
TXN000003140,ACCT0000712,CUST000351,2025-12-31 17:34:30,purchase,mobile_app,grocery,229.16,CAD,False,card_event_stream
TXN000003141,ACCT0000897,CUST000448,2025-10-02 17:34:30,withdrawal,point_of_sale,travel,11.72,CAD,False,card_event_stream
TXN000003142,ACCT0001585,CUST000794,2025-08-02 17:34:30,transfer,point_of_sale,travel,89.94,CAD,False,payments_api
TXN000003143,ACCT0000359,CUST000175,2025-06-29 17:34:30,deposit,web,retail,1190.22,CAD,False,batch_core_banking
TXN000003144,ACCT0001099,CUST000549,2025-10-06 17:34:30,payment,atm,grocery,1323.62,CAD,False,card_event_stream
TXN000003145,ACCT0000225,CUST000117,2026-02-03 17:34:30,payment,api,financial_services,3826.36,CAD,False,card_event_stream
TXN000003146,ACCT0001405,CUST000703,2026-02-13 17:34:30,purchase,mobile_app,financial_services,67.65,CAD,False,batch_core_banking
TXN000003147,ACCT0001294,CUST000649,2025-10-13 17:34:30,payment,mobile_app,retail,182.84,CAD,False,batch_core_banking
TXN000003148,ACCT0001520,CUST000760,2026-03-01 17:34:30,withdrawal,mobile_app,travel,172.79,CAD,False,batch_core_banking
TXN000003149,ACCT0000287,CUST000146,2025-11-26 17:34:30,fee,branch,retail,1.37,CAD,False,batch_core_banking
TXN000003150,ACCT0001868,CUST000922,2025-06-23 17:34:30,purchase,point_of_sale,travel,88.85,CAD,False,payments_api
TXN000003151,ACCT0000496,CUST000242,2025-12-03 17:34:30,fee,branch,utilities,9.08,CAD,False,batch_core_banking
TXN000003152,ACCT0001428,CUST000715,2026-05-14 17:34:30,transfer,web,restaurant,292.76,CAD,False,batch_core_banking
TXN000003153,ACCT0000170,CUST000085,2026-04-29 17:34:30,payment,branch,utilities,2076.26,CAD,False,card_event_stream
TXN000003154,ACCT0001175,CUST000587,2025-11-11 17:34:30,purchase,api,transportation,5.82,CAD,False,payments_api
TXN000003155,ACCT0001259,CUST000631,2025-10-06 17:34:30,transfer,web,transportation,75.36,CAD,False,batch_core_banking
TXN000003156,ACCT0001384,CUST000692,2025-10-21 17:34:30,payment,api,utilities,510.49,CAD,False,card_event_stream
TXN000003157,ACCT0000668,CUST000328,2026-02-16 17:34:30,transfer,api,health,149.45,CAD,False,card_event_stream
TXN000003158,ACCT0001187,CUST000595,2025-06-23 17:34:30,purchase,web,utilities,181.28,CAD,False,payments_api
TXN000003159,ACCT0001011,CUST000504,2025-10-07 17:34:30,deposit,api,transportation,53.77,CAD,False,batch_core_banking
TXN000003160,ACCT0000628,CUST000312,2026-01-07 17:34:30,fee,point_of_sale,restaurant,6.93,CAD,False,card_event_stream
TXN000003161,ACCT0001422,CUST000712,2025-10-14 17:34:30,withdrawal,mobile_app,retail,118.89,CAD,True,card_event_stream
TXN000003162,ACCT0001471,CUST000736,2025-09-25 17:34:30,transfer,web,health,236.43,CAD,False,batch_core_banking
TXN000003163,ACCT0001681,CUST000839,2026-03-26 17:34:30,payment,atm,utilities,2821.29,CAD,False,card_event_stream
TXN000003164,ACCT0000757,CUST000376,2025-08-15 17:34:30,payment,point_of_sale,restaurant,28.57,CAD,False,card_event_stream
TXN000003165,ACCT0000026,CUST000014,2025-12-24 17:34:30,purchase,atm,restaurant,316.19,CAD,False,payments_api
TXN000003166,ACCT0000130,CUST000066,2026-05-20 17:34:30,withdrawal,mobile_app,travel,81.28,CAD,False,payments_api
TXN000003167,ACCT0001414,CUST000708,2025-09-21 17:34:30,purchase,mobile_app,restaurant,113.61,CAD,False,batch_core_banking
TXN000003168,ACCT0000458,CUST000226,2025-09-26 17:34:30,transfer,api,transportation,160.29,CAD,False,card_event_stream
TXN000003169,ACCT0000682,CUST000336,2025-08-02 17:34:30,fee,web,health,6.77,CAD,False,payments_api
TXN000003170,ACCT0000073,CUST000037,2026-04-29 17:34:30,payment,branch,grocery,1019.42,CAD,False,batch_core_banking
TXN000003171,ACCT0001896,CUST000941,2026-05-24 17:34:30,fee,mobile_app,transportation,10.84,CAD,False,batch_core_banking
TXN000003172,ACCT0001198,CUST000600,2026-04-29 17:34:30,transfer,mobile_app,health,349.3,CAD,False,card_event_stream
TXN000003173,ACCT0002010,CUST000999,2025-10-04 17:34:30,payment,web,travel,559.54,CAD,False,payments_api
TXN000003174,ACCT0000058,CUST000030,2026-04-16 17:34:30,withdrawal,web,transportation,25.14,CAD,False,batch_core_banking
TXN000003175,ACCT0001078,CUST000539,2025-08-16 17:34:30,transfer,point_of_sale,utilities,159.18,CAD,False,batch_core_banking
TXN000003176,ACCT0000133,CUST000068,2025-06-21 17:34:30,payment,atm,grocery,373.82,CAD,False,payments_api
TXN000003177,ACCT0000118,CUST000060,2025-05-30 17:34:30,payment,point_of_sale,retail,2758.05,CAD,False,batch_core_banking
TXN000003178,ACCT0002006,CUST000996,2026-04-20 17:34:30,payment,mobile_app,travel,628.13,CAD,False,payments_api
TXN000003179,ACCT0001332,CUST000668,2025-10-01 17:34:30,deposit,api,restaurant,1162.84,CAD,False,card_event_stream
TXN000003180,ACCT0000975,CUST000487,2025-11-23 17:34:30,payment,branch,retail,1700.42,CAD,False,batch_core_banking
TXN000003181,ACCT0001999,CUST000992,2025-08-29 17:34:30,fee,point_of_sale,utilities,6.04,CAD,False,batch_core_banking
TXN000003182,ACCT0001684,CUST000840,2026-04-16 17:34:30,purchase,point_of_sale,retail,314.71,CAD,False,batch_core_banking
TXN000003183,ACCT0001786,CUST000882,2025-07-05 17:34:30,deposit,api,restaurant,814.21,CAD,False,batch_core_banking
TXN000003184,ACCT0001131,CUST000562,2026-03-29 17:34:30,deposit,api,retail,2126.5,CAD,False,card_event_stream
TXN000003185,ACCT0000747,CUST000370,2025-07-11 17:34:30,purchase,point_of_sale,transportation,32.51,CAD,False,card_event_stream
TXN000003186,ACCT0000662,CUST000326,2026-01-23 17:34:30,purchase,web,restaurant,84.68,CAD,False,payments_api
TXN000003187,ACCT0000069,CUST000036,2026-01-31 17:34:30,transfer,api,utilities,322.9,CAD,False,batch_core_banking
TXN000003188,ACCT0001259,CUST000631,2026-03-12 17:34:30,payment,api,retail,902.3,CAD,False,batch_core_banking
TXN000003189,ACCT0000029,CUST000015,2025-07-23 17:34:30,deposit,web,financial_services,740.86,CAD,False,payments_api
TXN000003190,ACCT0001780,CUST000880,2025-12-14 17:34:30,withdrawal,web,utilities,144.37,CAD,False,payments_api
TXN000003191,ACCT0001447,CUST000724,2026-01-15 17:34:30,transfer,branch,travel,287.27,CAD,False,batch_core_banking
TXN000003192,ACCT0001302,CUST000652,2025-07-09 17:34:30,payment,atm,retail,3343.54,CAD,False,batch_core_banking
TXN000003193,ACCT0000316,CUST000158,2026-02-03 17:34:30,purchase,web,grocery,300.26,CAD,False,batch_core_banking
TXN000003194,ACCT0001208,CUST000607,2026-05-15 17:34:30,transfer,branch,financial_services,376.76,CAD,False,card_event_stream
TXN000003195,ACCT0000541,CUST000265,2025-07-27 17:34:30,transfer,api,grocery,6.37,CAD,False,card_event_stream
TXN000003196,ACCT0000160,CUST000081,2025-09-23 17:34:30,payment,point_of_sale,financial_services,276.72,CAD,False,batch_core_banking
TXN000003197,ACCT0001401,CUST000701,2025-08-05 17:34:30,payment,mobile_app,utilities,1256.1,CAD,True,payments_api
TXN000003198,ACCT0000596,CUST000295,2026-01-27 17:34:30,fee,atm,utilities,9.54,CAD,False,batch_core_banking
TXN000003199,ACCT0000295,CUST000150,2025-11-05 17:34:30,transfer,atm,grocery,138.06,CAD,False,batch_core_banking
TXN000003200,ACCT0000526,CUST000254,2026-04-20 17:34:30,deposit,point_of_sale,grocery,1042.23,CAD,False,card_event_stream
TXN000003201,ACCT0001705,CUST000850,2025-07-30 17:34:30,transfer,point_of_sale,financial_services,201.84,CAD,False,batch_core_banking
TXN000003202,ACCT0001149,CUST000574,2025-08-08 17:34:30,deposit,web,health,1524.35,CAD,False,payments_api
TXN000003203,ACCT0000718,CUST000355,2026-04-23 17:34:30,transfer,point_of_sale,utilities,225.99,CAD,False,card_event_stream
TXN000003204,ACCT0001024,CUST000509,2026-04-20 17:34:30,transfer,mobile_app,financial_services,176.92,CAD,False,card_event_stream
TXN000003205,ACCT0000568,CUST000280,2026-02-05 17:34:30,deposit,api,retail,743.69,CAD,False,card_event_stream
TXN000003206,ACCT0000565,CUST000279,2025-10-02 17:34:30,fee,atm,transportation,6.43,CAD,False,card_event_stream
TXN000003207,ACCT0000929,CUST000466,2026-03-06 17:34:30,withdrawal,web,restaurant,165.76,CAD,True,batch_core_banking
TXN000003208,ACCT0001068,CUST000534,2025-11-05 17:34:30,purchase,web,grocery,520.5,CAD,False,payments_api
TXN000003209,ACCT0001714,CUST000853,2026-03-03 17:34:30,purchase,api,travel,113.09,CAD,False,payments_api
TXN000003210,ACCT0001739,CUST000865,2026-02-02 17:34:30,deposit,web,transportation,997.63,CAD,True,card_event_stream
TXN000003211,ACCT0000628,CUST000312,2025-09-01 17:34:30,transfer,web,transportation,103.62,CAD,False,card_event_stream
TXN000003212,ACCT0000043,CUST000022,2025-11-28 17:34:30,transfer,branch,health,785.2,CAD,False,batch_core_banking
TXN000003213,ACCT0001683,CUST000840,2026-04-25 17:34:30,purchase,point_of_sale,financial_services,136.87,CAD,False,payments_api
TXN000003214,ACCT0000443,CUST000218,2025-09-29 17:34:30,purchase,branch,transportation,11.36,CAD,False,payments_api
TXN000003215,ACCT0000489,CUST000238,2025-06-04 17:34:30,deposit,atm,restaurant,1574.25,CAD,False,card_event_stream
TXN000003216,ACCT0001813,CUST000895,2025-12-11 17:34:30,purchase,branch,health,248.05,CAD,False,payments_api
TXN000003217,ACCT0000670,CUST000329,2025-11-22 17:34:30,purchase,mobile_app,grocery,330.32,CAD,False,payments_api
TXN000003218,ACCT0000874,CUST000437,2026-01-16 17:34:30,transfer,api,utilities,525.75,CAD,False,batch_core_banking
TXN000003219,ACCT0000761,CUST000378,2026-05-21 17:34:30,transfer,web,retail,226.42,CAD,True,card_event_stream
TXN000003220,ACCT0001870,CUST000923,2025-12-14 17:34:30,purchase,mobile_app,utilities,132.89,CAD,False,payments_api
TXN000003221,ACCT0001358,CUST000681,2026-02-19 17:34:30,purchase,api,travel,50.9,CAD,False,payments_api
TXN000003222,ACCT0000444,CUST000219,2025-10-06 17:34:30,purchase,branch,restaurant,180.8,CAD,False,card_event_stream
TXN000003223,ACCT0000577,CUST000284,2025-08-14 17:34:30,withdrawal,mobile_app,transportation,585.69,CAD,False,payments_api
TXN000003224,ACCT0001954,CUST000969,2025-10-23 17:34:30,purchase,atm,retail,211.5,CAD,False,card_event_stream
TXN000003225,ACCT0001016,CUST000506,2026-05-23 17:34:30,transfer,web,restaurant,386.59,CAD,False,card_event_stream
TXN000003226,ACCT0001969,CUST000977,2026-01-18 17:34:30,purchase,mobile_app,grocery,151.38,CAD,False,card_event_stream
TXN000003227,ACCT0001757,CUST000870,2025-10-02 17:34:30,purchase,mobile_app,grocery,302.7,CAD,False,card_event_stream
TXN000003228,ACCT0000306,CUST000153,2025-12-09 17:34:30,transfer,point_of_sale,grocery,86.54,CAD,False,payments_api
TXN000003229,ACCT0001580,CUST000793,2025-10-31 17:34:30,purchase,branch,utilities,83.76,CAD,False,card_event_stream
TXN000003230,ACCT0001852,CUST000914,2025-09-05 17:34:30,transfer,mobile_app,utilities,282.7,CAD,False,batch_core_banking
TXN000003231,ACCT0000973,CUST000485,2026-05-18 17:34:30,purchase,api,retail,260.52,CAD,False,payments_api
TXN000003232,ACCT0000506,CUST000247,2026-02-17 17:34:30,purchase,mobile_app,health,333.57,CAD,False,payments_api
TXN000003233,ACCT0001077,CUST000539,2025-06-04 17:34:30,purchase,web,utilities,106.94,CAD,False,payments_api
TXN000003234,ACCT0000741,CUST000367,2025-09-12 17:34:30,purchase,point_of_sale,restaurant,27.96,CAD,False,payments_api
TXN000003235,ACCT0001271,CUST000636,2026-01-27 17:34:30,transfer,branch,travel,248.52,CAD,False,payments_api
TXN000003236,ACCT0000462,CUST000227,2025-09-15 17:34:30,transfer,atm,utilities,298.46,CAD,False,payments_api
TXN000003237,ACCT0001225,CUST000617,2025-07-26 17:34:30,transfer,branch,grocery,207.49,CAD,False,batch_core_banking
TXN000003238,ACCT0000783,CUST000389,2026-03-07 17:34:30,payment,branch,health,330.8,CAD,False,card_event_stream
TXN000003239,ACCT0001992,CUST000989,2025-10-11 17:34:30,purchase,api,utilities,13.87,CAD,False,batch_core_banking
TXN000003240,ACCT0000753,CUST000372,2026-01-06 17:34:30,fee,point_of_sale,grocery,6.67,CAD,False,batch_core_banking
TXN000003241,ACCT0000207,CUST000106,2025-11-25 17:34:30,payment,point_of_sale,grocery,134.69,CAD,False,payments_api
TXN000003242,ACCT0001623,CUST000814,2025-08-22 17:34:30,purchase,atm,transportation,78.07,CAD,False,card_event_stream
TXN000003243,ACCT0001634,CUST000819,2026-02-25 17:34:30,payment,point_of_sale,restaurant,179.55,CAD,False,payments_api
TXN000003244,ACCT0001748,CUST000867,2025-12-27 17:34:30,fee,api,health,6.94,CAD,False,batch_core_banking
TXN000003245,ACCT0000001,CUST000001,2025-11-28 17:34:30,purchase,point_of_sale,retail,59.9,CAD,False,card_event_stream
TXN000003246,ACCT0000640,CUST000318,2026-04-12 17:34:30,withdrawal,mobile_app,restaurant,264.21,CAD,False,payments_api
TXN000003247,ACCT0001018,CUST000507,2026-05-18 17:34:30,withdrawal,api,travel,575.2,CAD,False,card_event_stream
TXN000003248,ACCT0001670,CUST000834,2025-10-13 17:34:30,fee,branch,health,15.26,CAD,False,payments_api
TXN000003249,ACCT0001190,CUST000596,2025-11-09 17:34:30,purchase,mobile_app,health,69.17,CAD,False,payments_api
TXN000003250,ACCT0001918,CUST000953,2026-05-08 17:34:30,payment,mobile_app,health,1445.18,CAD,False,batch_core_banking
TXN000003251,ACCT0001739,CUST000865,2026-02-11 17:34:30,purchase,web,retail,206.02,CAD,False,payments_api
TXN000003252,ACCT0000882,CUST000441,2026-05-24 17:34:30,purchase,point_of_sale,restaurant,383.95,CAD,False,card_event_stream
TXN000003253,ACCT0000952,CUST000476,2026-03-22 17:34:30,transfer,api,restaurant,78.28,CAD,True,card_event_stream
TXN000003254,ACCT0001352,CUST000678,2026-04-03 17:34:30,deposit,api,transportation,2182.9,CAD,False,payments_api
TXN000003255,ACCT0000866,CUST000433,2025-07-04 17:34:30,withdrawal,atm,utilities,16.02,CAD,False,payments_api
TXN000003256,ACCT0000144,CUST000071,2025-06-05 17:34:30,payment,atm,grocery,2.28,CAD,False,batch_core_banking
TXN000003257,ACCT0001106,CUST000552,2025-09-21 17:34:30,withdrawal,api,health,276.55,CAD,False,batch_core_banking
TXN000003258,ACCT0000034,CUST000017,2025-07-02 17:34:30,purchase,point_of_sale,retail,406.87,CAD,False,batch_core_banking
TXN000003259,ACCT0000854,CUST000428,2026-01-15 17:34:30,transfer,web,financial_services,705.22,CAD,False,batch_core_banking
TXN000003260,ACCT0000759,CUST000377,2025-08-09 17:34:30,transfer,mobile_app,grocery,165.94,CAD,False,card_event_stream
TXN000003261,ACCT0001022,CUST000509,2025-08-02 17:34:30,purchase,point_of_sale,travel,270.75,CAD,False,card_event_stream
TXN000003262,ACCT0001059,CUST000528,2025-07-03 17:34:30,transfer,api,travel,15.75,CAD,False,card_event_stream
TXN000003263,ACCT0000441,CUST000218,2026-05-05 17:34:30,purchase,atm,retail,290.17,CAD,False,batch_core_banking
TXN000003264,ACCT0001101,CUST000549,2025-11-11 17:34:30,deposit,api,health,123.44,CAD,False,batch_core_banking
TXN000003265,ACCT0001765,CUST000874,2025-11-27 17:34:30,transfer,point_of_sale,transportation,180.44,CAD,False,batch_core_banking
TXN000003266,ACCT0001260,CUST000632,2026-01-15 17:34:30,payment,web,health,501.71,CAD,False,payments_api
TXN000003267,ACCT0000189,CUST000095,2025-09-05 17:34:30,payment,branch,grocery,1271.07,CAD,False,payments_api
TXN000003268,ACCT0000187,CUST000095,2025-10-20 17:34:30,transfer,branch,health,37.45,CAD,False,batch_core_banking
TXN000003269,ACCT0000120,CUST000061,2025-12-10 17:34:30,transfer,atm,transportation,261.58,CAD,False,payments_api
TXN000003270,ACCT0000011,CUST000006,2026-02-05 17:34:30,fee,branch,grocery,14.13,CAD,False,payments_api
TXN000003271,ACCT0001728,CUST000858,2025-10-13 17:34:30,purchase,api,transportation,247.9,CAD,False,card_event_stream
TXN000003272,ACCT0001677,CUST000837,2026-04-09 17:34:30,fee,api,restaurant,17.09,CAD,False,batch_core_banking
TXN000003273,ACCT0001170,CUST000584,2025-09-18 17:34:30,withdrawal,point_of_sale,restaurant,205.64,CAD,False,batch_core_banking
TXN000003274,ACCT0001922,CUST000955,2025-05-28 17:34:30,purchase,point_of_sale,health,169.89,CAD,False,batch_core_banking
TXN000003275,ACCT0000512,CUST000249,2025-08-03 17:34:30,purchase,point_of_sale,health,423.58,CAD,False,payments_api
TXN000003276,ACCT0001973,CUST000979,2026-05-05 17:34:30,transfer,api,utilities,29.19,CAD,False,batch_core_banking
TXN000003277,ACCT0001391,CUST000695,2025-11-07 17:34:30,payment,branch,restaurant,2019.38,CAD,False,batch_core_banking
TXN000003278,ACCT0001052,CUST000524,2025-05-29 17:34:30,transfer,branch,transportation,471.96,CAD,False,card_event_stream
TXN000003279,ACCT0000577,CUST000284,2025-06-08 17:34:30,purchase,mobile_app,restaurant,215.04,CAD,False,batch_core_banking
TXN000003280,ACCT0001002,CUST000499,2025-09-20 17:34:30,purchase,mobile_app,travel,234.12,CAD,False,payments_api
TXN000003281,ACCT0000691,CUST000341,2025-08-01 17:34:30,payment,web,health,373.61,CAD,False,card_event_stream
TXN000003282,ACCT0000380,CUST000185,2026-05-06 17:34:30,deposit,web,grocery,2390.47,CAD,True,batch_core_banking
TXN000003283,ACCT0001254,CUST000629,2026-02-17 17:34:30,purchase,atm,travel,71.1,CAD,False,card_event_stream
TXN000003284,ACCT0001828,CUST000903,2025-09-29 17:34:30,purchase,atm,transportation,128.3,CAD,False,batch_core_banking
TXN000003285,ACCT0000145,CUST000071,2025-06-22 17:34:30,withdrawal,point_of_sale,transportation,284.53,CAD,False,batch_core_banking
TXN000003286,ACCT0001681,CUST000839,2026-05-20 17:34:30,transfer,atm,health,270.15,CAD,True,payments_api
TXN000003287,ACCT0000550,CUST000270,2026-03-10 17:34:30,purchase,web,utilities,174.12,CAD,False,payments_api
TXN000003288,ACCT0000581,CUST000286,2025-05-29 17:34:30,purchase,api,grocery,62.01,CAD,False,card_event_stream
TXN000003289,ACCT0000449,CUST000222,2025-06-06 17:34:30,deposit,branch,restaurant,918.6,CAD,False,card_event_stream
TXN000003290,ACCT0000219,CUST000113,2025-12-04 17:34:30,purchase,point_of_sale,health,307.32,CAD,True,card_event_stream
TXN000003291,ACCT0001086,CUST000543,2025-10-20 17:34:30,transfer,mobile_app,financial_services,237.32,CAD,False,payments_api
TXN000003292,ACCT0001035,CUST000516,2025-12-19 17:34:30,payment,web,restaurant,968.43,CAD,False,card_event_stream
TXN000003293,ACCT0001027,CUST000511,2026-02-18 17:34:30,payment,point_of_sale,grocery,2173.9,CAD,False,card_event_stream
TXN000003294,ACCT0000432,CUST000213,2026-02-25 17:34:30,purchase,api,restaurant,80.32,CAD,False,card_event_stream
TXN000003295,ACCT0000738,CUST000365,2026-03-16 17:34:30,transfer,atm,grocery,85.88,CAD,False,payments_api
TXN000003296,ACCT0000682,CUST000336,2025-08-12 17:34:30,purchase,atm,health,64.56,CAD,False,payments_api
TXN000003297,ACCT0000582,CUST000286,2025-10-05 17:34:30,deposit,point_of_sale,grocery,319.13,CAD,False,card_event_stream
TXN000003298,ACCT0001444,CUST000722,2026-04-23 17:34:30,payment,branch,transportation,954.83,CAD,False,batch_core_banking
TXN000003299,ACCT0001961,CUST000973,2026-02-10 17:34:30,withdrawal,branch,travel,393.76,CAD,False,card_event_stream
TXN000003300,ACCT0001295,CUST000649,2026-03-05 17:34:30,withdrawal,mobile_app,retail,75.17,CAD,False,batch_core_banking
TXN000003301,ACCT0001039,CUST000518,2025-06-10 17:34:30,transfer,web,restaurant,153.35,CAD,False,payments_api
TXN000003302,ACCT0000702,CUST000347,2025-07-26 17:34:30,payment,web,retail,608.98,CAD,False,payments_api
TXN000003303,ACCT0000465,CUST000228,2025-12-06 17:34:30,purchase,web,grocery,50.13,CAD,False,batch_core_banking
TXN000003304,ACCT0001365,CUST000684,2026-05-06 17:34:30,payment,mobile_app,utilities,159.04,CAD,False,payments_api
TXN000003305,ACCT0001594,CUST000797,2025-10-12 17:34:30,transfer,api,travel,59.28,CAD,False,batch_core_banking
TXN000003306,ACCT0000660,CUST000324,2025-08-14 17:34:30,purchase,branch,financial_services,65.45,CAD,False,payments_api
TXN000003307,ACCT0001664,CUST000831,2026-03-03 17:34:30,deposit,point_of_sale,utilities,1686.26,CAD,True,batch_core_banking
TXN000003308,ACCT0001492,CUST000748,2025-06-23 17:34:30,purchase,point_of_sale,grocery,161.35,CAD,False,batch_core_banking
TXN000003309,ACCT0000334,CUST000165,2025-08-17 17:34:30,fee,mobile_app,travel,3.01,CAD,False,payments_api
TXN000003310,ACCT0001718,CUST000855,2025-08-04 17:34:30,purchase,branch,utilities,359.37,CAD,False,card_event_stream
TXN000003311,ACCT0001391,CUST000695,2025-08-10 17:34:30,deposit,atm,grocery,1389.27,CAD,False,card_event_stream
TXN000003312,ACCT0001846,CUST000912,2025-07-10 17:34:30,purchase,branch,health,155.63,CAD,False,card_event_stream
TXN000003313,ACCT0001646,CUST000824,2025-10-01 17:34:30,deposit,api,travel,1191.74,CAD,False,payments_api
TXN000003314,ACCT0000297,CUST000150,2026-05-20 17:34:30,withdrawal,atm,grocery,9.08,CAD,False,payments_api
TXN000003315,ACCT0000142,CUST000070,2025-12-16 17:34:30,purchase,atm,financial_services,160.09,CAD,False,batch_core_banking
TXN000003316,ACCT0000689,CUST000340,2025-07-17 17:34:30,purchase,point_of_sale,financial_services,219.39,CAD,False,batch_core_banking
TXN000003317,ACCT0001272,CUST000637,2025-11-04 17:34:30,purchase,point_of_sale,grocery,291.79,CAD,False,batch_core_banking
TXN000003318,ACCT0000378,CUST000184,2026-03-13 17:34:30,transfer,atm,transportation,13.91,CAD,False,card_event_stream
TXN000003319,ACCT0001455,CUST000728,2026-05-14 17:34:30,purchase,mobile_app,health,51.36,CAD,False,card_event_stream
TXN000003320,ACCT0001027,CUST000511,2025-10-22 17:34:30,transfer,mobile_app,health,168.92,CAD,False,payments_api
TXN000003321,ACCT0001167,CUST000583,2026-05-22 17:34:30,withdrawal,web,transportation,384.46,CAD,False,payments_api
TXN000003322,ACCT0000764,CUST000380,2025-09-28 17:34:30,purchase,point_of_sale,health,67.5,CAD,False,batch_core_banking
TXN000003323,ACCT0001653,CUST000826,2026-02-19 17:34:30,withdrawal,mobile_app,utilities,4.53,CAD,False,card_event_stream
TXN000003324,ACCT0001964,CUST000975,2025-11-24 17:34:30,withdrawal,web,health,7.88,CAD,False,card_event_stream
TXN000003325,ACCT0001332,CUST000668,2026-05-18 17:34:30,payment,mobile_app,transportation,478.63,CAD,False,payments_api
TXN000003326,ACCT0000048,CUST000025,2026-05-17 17:34:30,purchase,point_of_sale,financial_services,30.15,CAD,True,payments_api
TXN000003327,ACCT0000243,CUST000123,2025-06-07 17:34:30,deposit,point_of_sale,retail,1893.72,CAD,False,batch_core_banking
TXN000003328,ACCT0000863,CUST000432,2025-09-24 17:34:30,purchase,atm,transportation,132.38,CAD,False,batch_core_banking
TXN000003329,ACCT0000833,CUST000418,2026-04-28 17:34:30,payment,branch,restaurant,1585.03,CAD,False,payments_api
TXN000003330,ACCT0001713,CUST000853,2025-10-13 17:34:30,purchase,point_of_sale,retail,281.44,CAD,False,batch_core_banking
TXN000003331,ACCT0001738,CUST000864,2025-10-28 17:34:30,payment,mobile_app,grocery,694.8,CAD,False,batch_core_banking
